fig|3702.11.peg.1	ATMG00010	ATMG00010.1
fig|3702.11.peg.23392	AT1G30840	AT1G30840.1
fig|3702.11.peg.23393	AT1G30845	AT1G30845.1
fig|3702.11.peg.23394	AT1G30850	AT1G30850.1
fig|3702.11.peg.23395	AT1G30860	AT1G30860.1
fig|3702.11.peg.23396	AT1G30870	AT1G30870.1
fig|3702.11.peg.23397	AT1G30880	AT1G30880.1
fig|3702.11.peg.23398	AT1G30890	AT1G30890.1
fig|3702.11.peg.23399	AT1G30900	AT1G30900.1
fig|3702.11.peg.234	AT5G01220	AT5G01220.1
fig|3702.11.peg.2340	AT5G22600	AT5G22600.1
fig|3702.11.peg.23400	AT1G30910	AT1G30910.1
fig|3702.11.peg.23401	AT1G30920	AT1G30920.1
fig|3702.11.peg.23402	AT1G30925	AT1G30925.1
fig|3702.11.peg.23403	AT1G30930	AT1G30930.1
fig|3702.11.peg.23404	AT1G30950	AT1G30950.1
fig|3702.11.peg.23405	AT1G30960	AT1G30960.1
fig|3702.11.peg.23406	AT1G30970	AT1G30970.1
fig|3702.11.peg.23407	AT1G30972	AT1G30972.1
fig|3702.11.peg.23408	AT1G30974	AT1G30974.1
fig|3702.11.peg.23409	AT1G30990	AT1G30990.1
fig|3702.11.peg.2341	AT5G22608	AT5G22608.2
fig|3702.11.peg.23410	AT1G31000	AT1G31000.1
fig|3702.11.peg.23411	AT1G31010	AT1G31010.1
fig|3702.11.peg.23412	AT1G31020	AT1G31020.1
fig|3702.11.peg.23413	AT1G31040	AT1G31040.1
fig|3702.11.peg.23414	AT1G31050	AT1G31050.1
fig|3702.11.peg.23415	AT1G31070	AT1G31070.2
fig|3702.11.peg.23416	AT1G31080	AT1G31080.1
fig|3702.11.peg.23417	AT1G31090	AT1G31090.1
fig|3702.11.peg.23418	AT1G31120	AT1G31120.1
fig|3702.11.peg.23419	AT1G31130	AT1G31130.1
fig|3702.11.peg.2342	AT5G22610	AT5G22610.1
fig|3702.11.peg.23420	AT1G31140	AT1G31140.2
fig|3702.11.peg.23421	AT1G31150	AT1G31150.1
fig|3702.11.peg.23422	AT1G31160	AT1G31160.1
fig|3702.11.peg.23423	AT1G31163	AT1G31163.1
fig|3702.11.peg.23424	AT1G31170	AT1G31170.4
fig|3702.11.peg.23425	AT1G31175	AT1G31175.1
fig|3702.11.peg.23426	AT1G31180	AT1G31180.1
fig|3702.11.peg.23427	AT1G31190	AT1G31190.1
fig|3702.11.peg.23428	AT1G31200	AT1G31200.1
fig|3702.11.peg.23429	AT1G31220	AT1G31220.1
fig|3702.11.peg.2343	AT5G22620	AT5G22620.1
fig|3702.11.peg.23430	AT1G31230	AT1G31230.1
fig|3702.11.peg.23431	AT1G31240	AT1G31240.1
fig|3702.11.peg.23432	AT1G31250	AT1G31250.1
fig|3702.11.peg.23433	AT1G31260	AT1G31260.1
fig|3702.11.peg.23434	AT1G31270	AT1G31270.1
fig|3702.11.peg.23435	AT1G31280	AT1G31280.1
fig|3702.11.peg.23436	AT1G31290	AT1G31290.1
fig|3702.11.peg.23437	AT1G31300	AT1G31300.1
fig|3702.11.peg.23438	AT1G31310	AT1G31310.1
fig|3702.11.peg.23439	AT1G31319	AT1G31319.1
fig|3702.11.peg.2344	AT5G22630	AT5G22630.1
fig|3702.11.peg.23440	AT1G31320	AT1G31320.1
fig|3702.11.peg.23441	AT1G31330	AT1G31330.1
fig|3702.11.peg.23442	AT1G31335	AT1G31335.1
fig|3702.11.peg.23443	AT1G31340	AT1G31340.1
fig|3702.11.peg.23444	AT1G31350	AT1G31350.1
fig|3702.11.peg.23445	AT1G31360	AT1G31360.1
fig|3702.11.peg.23446	AT1G31370	AT1G31370.1
fig|3702.11.peg.23447	AT1G31380	AT1G31380.1
fig|3702.11.peg.23448	AT1G31390	AT1G31390.1
fig|3702.11.peg.23449	AT1G31400	AT1G31400.1
fig|3702.11.peg.2345	AT5G22640	AT5G22640.1
fig|3702.11.peg.23450	AT1G31410	AT1G31410.1
fig|3702.11.peg.23451	AT1G31420	AT1G31420.1
fig|3702.11.peg.23452	AT1G31430	AT1G31430.1
fig|3702.11.peg.23453	AT1G31440	AT1G31440.1
fig|3702.11.peg.23454	AT1G31450	AT1G31450.1
fig|3702.11.peg.23455	AT1G31460	AT1G31460.1
fig|3702.11.peg.23456	AT1G31470	AT1G31470.1
fig|3702.11.peg.23457	AT1G31480	AT1G31480.1
fig|3702.11.peg.23458	AT1G31490	AT1G31490.1
fig|3702.11.peg.23459	AT1G31500	AT1G31500.4
fig|3702.11.peg.2346	AT5G22650	AT5G22650.1
fig|3702.11.peg.23460	AT1G31510	AT1G31510.1
fig|3702.11.peg.23461	AT1G31520	AT1G31520.1
fig|3702.11.peg.23462	AT1G31530	AT1G31530.1
fig|3702.11.peg.23463	AT1G31540	AT1G31540.2
fig|3702.11.peg.23464	AT1G31550	AT1G31550.2
fig|3702.11.peg.23465	AT1G31580	AT1G31580.1
fig|3702.11.peg.23466	AT1G31600	AT1G31600.3
fig|3702.11.peg.23467	AT1G31620	AT1G31620.1
fig|3702.11.peg.23468	AT1G31630	AT1G31630.1
fig|3702.11.peg.23469	AT1G31640	AT1G31640.1
fig|3702.11.peg.2347	AT5G22660	AT5G22660.2
fig|3702.11.peg.23470	AT1G31650	AT1G31650.1
fig|3702.11.peg.23471	AT1G31660	AT1G31660.1
fig|3702.11.peg.23472	AT1G31670	AT1G31670.1
fig|3702.11.peg.23473	AT1G31690	AT1G31690.1
fig|3702.11.peg.23474	AT1G31710	AT1G31710.1
fig|3702.11.peg.23475	AT1G31720	AT1G31720.1
fig|3702.11.peg.23476	AT1G31730	AT1G31730.1
fig|3702.11.peg.23477	AT1G31740	AT1G31740.1
fig|3702.11.peg.23478	AT1G31750	AT1G31750.1
fig|3702.11.peg.23479	AT1G31760	AT1G31760.1
fig|3702.11.peg.2348	AT5G22670	AT5G22670.1
fig|3702.11.peg.23480	AT1G31770	AT1G31770.1
fig|3702.11.peg.23481	AT1G31772	AT1G31772.1
fig|3702.11.peg.23482	AT1G31780	AT1G31780.1
fig|3702.11.peg.23483	AT1G31790	AT1G31790.1
fig|3702.11.peg.23484	AT1G31800	AT1G31800.1
fig|3702.11.peg.23485	AT1G31810	AT1G31810.1
fig|3702.11.peg.23486	AT1G31812	AT1G31812.1
fig|3702.11.peg.23487	AT1G31814	AT1G31814.1
fig|3702.11.peg.23488	AT1G31817	AT1G31817.1
fig|3702.11.peg.23489	AT1G31820	AT1G31820.1
fig|3702.11.peg.2349	AT5G22680	AT5G22680.1
fig|3702.11.peg.23490	AT1G31830	AT1G31830.1
fig|3702.11.peg.23491	AT1G31835	AT1G31835.1
fig|3702.11.peg.23492	AT1G31840	AT1G31840.1
fig|3702.11.peg.23493	AT1G31850	AT1G31850.1
fig|3702.11.peg.23494	AT1G31860	AT1G31860.1
fig|3702.11.peg.23495	AT1G31870	AT1G31870.1
fig|3702.11.peg.23496	AT1G31875	AT1G31875.1
fig|3702.11.peg.23497	AT1G31880	AT1G31880.1
fig|3702.11.peg.23498	AT1G31885	AT1G31885.1
fig|3702.11.peg.23499	AT1G31910	AT1G31910.1
fig|3702.11.peg.235	AT5G01225	AT5G01225.1
fig|3702.11.peg.2350	AT5G22690	AT5G22690.1
fig|3702.11.peg.23500	AT1G31920	AT1G31920.1
fig|3702.11.peg.23501	AT1G31930	AT1G31930.3
fig|3702.11.peg.23502	AT1G31940	AT1G31940.1
fig|3702.11.peg.23503	AT1G31950	AT1G31950.1
fig|3702.11.peg.23504	AT1G31960	AT1G31960.1
fig|3702.11.peg.23505	AT1G31970	AT1G31970.1
fig|3702.11.peg.23506	AT1G31990	AT1G31990.1
fig|3702.11.peg.23507	AT1G32000	AT1G32000.1
fig|3702.11.peg.23508	AT1G32010	AT1G32010.1
fig|3702.11.peg.23509	AT1G32020	AT1G32020.1
fig|3702.11.peg.2351	AT5G22700	AT5G22700.1
fig|3702.11.peg.23510	AT1G32030	AT1G32030.1
fig|3702.11.peg.23511	AT1G32050	AT1G32050.1
fig|3702.11.peg.23512	AT1G32060	AT1G32060.1
fig|3702.11.peg.23513	AT1G32070	AT1G32070.2
fig|3702.11.peg.23514	AT1G32080	AT1G32080.1
fig|3702.11.peg.23515	AT1G32090	AT1G32090.1
fig|3702.11.peg.23516	AT1G32100	AT1G32100.1
fig|3702.11.peg.23517	AT1G32120	AT1G32120.1
fig|3702.11.peg.23518	AT1G32130	AT1G32130.1
fig|3702.11.peg.23519	AT1G32140	AT1G32140.1
fig|3702.11.peg.2352	AT5G22720	AT5G22720.2
fig|3702.11.peg.23520	AT1G32150	AT1G32150.1
fig|3702.11.peg.23521	AT1G32160	AT1G32160.1
fig|3702.11.peg.23522	AT1G32170	AT1G32170.1
fig|3702.11.peg.23523	AT1G32180	AT1G32180.1
fig|3702.11.peg.23524	AT1G32190	AT1G32190.1
fig|3702.11.peg.23525	AT1G32200	AT1G32200.1
fig|3702.11.peg.23526	AT1G32210	AT1G32210.1
fig|3702.11.peg.23527	AT1G32220	AT1G32220.1
fig|3702.11.peg.23528	AT1G32225	AT1G32225.1
fig|3702.11.peg.23529	AT1G32230	AT1G32230.1
fig|3702.11.peg.2353	AT5G22730	AT5G22730.1
fig|3702.11.peg.23530	AT1G32240	AT1G32240.1
fig|3702.11.peg.23531	AT1G32250	AT1G32250.1
fig|3702.11.peg.23532	AT1G32260	AT1G32260.1
fig|3702.11.peg.23533	AT1G32270	AT1G32270.1
fig|3702.11.peg.23534	AT1G32280	AT1G32280.1
fig|3702.11.peg.23535	AT1G32290	AT1G32290.1
fig|3702.11.peg.23536	AT1G32300	AT1G32300.1
fig|3702.11.peg.23537	AT1G32310	AT1G32310.1
fig|3702.11.peg.23538	AT1G32320	AT1G32320.1
fig|3702.11.peg.23539	AT1G32330	AT1G32330.1
fig|3702.11.peg.2354	AT5G22740	AT5G22740.1
fig|3702.11.peg.23540	AT1G32337	AT1G32337.1
fig|3702.11.peg.23541	AT1G32340	AT1G32340.1
fig|3702.11.peg.23542	AT1G32350	AT1G32350.1
fig|3702.11.peg.23543	AT1G32360	AT1G32360.1
fig|3702.11.peg.23544	AT1G32361	AT1G32361.1
fig|3702.11.peg.23545	AT1G32370	AT1G32370.2
fig|3702.11.peg.23546	AT1G32375	AT1G32375.1
fig|3702.11.peg.23547	AT1G32380	AT1G32380.1
fig|3702.11.peg.23548	AT1G32400	AT1G32400.3
fig|3702.11.peg.23549	AT1G32410	AT1G32410.5
fig|3702.11.peg.2355	AT5G22750	AT5G22750.1
fig|3702.11.peg.23550	AT1G32415	AT1G32415.1
fig|3702.11.peg.23551	AT1G32420	AT1G32420.1
fig|3702.11.peg.23552	AT1G32430	AT1G32430.1
fig|3702.11.peg.23553	AT1G32440	AT1G32440.1
fig|3702.11.peg.23554	AT1G32450	AT1G32450.1
fig|3702.11.peg.23555	AT1G32460	AT1G32460.1
fig|3702.11.peg.23556	AT1G32470	AT1G32470.1
fig|3702.11.peg.23557	AT1G32480	AT1G32480.1
fig|3702.11.peg.23558	AT1G32490	AT1G32490.1
fig|3702.11.peg.23559	AT1G32500	AT1G32500.1
fig|3702.11.peg.2356	AT5G22760	AT5G22760.1
fig|3702.11.peg.23560	AT1G32510	AT1G32510.1
fig|3702.11.peg.23561	AT1G32520	AT1G32520.1
fig|3702.11.peg.23562	AT1G32530	AT1G32530.1
fig|3702.11.peg.23563	AT1G32540	AT1G32540.1
fig|3702.11.peg.23564	AT1G32550	AT1G32550.2
fig|3702.11.peg.23565	AT1G32560	AT1G32560.1
fig|3702.11.peg.23566	AT1G32570	AT1G32570.2
fig|3702.11.peg.23567	AT1G32580	AT1G32580.1
fig|3702.11.peg.23568	AT1G32583	AT1G32583.1
fig|3702.11.peg.23569	AT1G32585	AT1G32585.1
fig|3702.11.peg.2357	AT5G22770	AT5G22770.3
fig|3702.11.peg.23570	AT1G32600	AT1G32600.1
fig|3702.11.peg.23571	AT1G32610	AT1G32610.1
fig|3702.11.peg.23572	AT1G32630	AT1G32630.1
fig|3702.11.peg.23573	AT1G32640	AT1G32640.1
fig|3702.11.peg.23574	AT1G32650	AT1G32650.1
fig|3702.11.peg.23575	AT1G32660	AT1G32660.1
fig|3702.11.peg.23576	AT1G32670	AT1G32670.1
fig|3702.11.peg.23577	AT1G32690	AT1G32690.1
fig|3702.11.peg.23578	AT1G32700	AT1G32700.1
fig|3702.11.peg.23579	AT1G32710	AT1G32710.1
fig|3702.11.peg.2358	AT5G22780	AT5G22780.1
fig|3702.11.peg.23580	AT1G32720	AT1G32720.1
fig|3702.11.peg.23581	AT1G32730	AT1G32730.1
fig|3702.11.peg.23582	AT1G32740	AT1G32740.1
fig|3702.11.peg.23583	AT1G32750	AT1G32750.1
fig|3702.11.peg.23584	AT1G32760	AT1G32760.1
fig|3702.11.peg.23585	AT1G32763	AT1G32763.1
fig|3702.11.peg.23586	AT1G32770	AT1G32770.1
fig|3702.11.peg.23587	AT1G32780	AT1G32780.1
fig|3702.11.peg.23588	AT1G32790	AT1G32790.2
fig|3702.11.peg.23589	AT1G32810	AT1G32810.2
fig|3702.11.peg.2359	AT5G22790	AT5G22790.1
fig|3702.11.peg.23590	AT1G32850	AT1G32850.1
fig|3702.11.peg.23591	AT1G32860	AT1G32860.1
fig|3702.11.peg.23592	AT1G32870	AT1G32870.1
fig|3702.11.peg.23593	AT1G32880	AT1G32880.1
fig|3702.11.peg.23594	AT1G32900	AT1G32900.1
fig|3702.11.peg.23595	AT1G32910	AT1G32910.1
fig|3702.11.peg.23596	AT1G32920	AT1G32920.1
fig|3702.11.peg.23597	AT1G32928	AT1G32928.1
fig|3702.11.peg.23598	AT1G32930	AT1G32930.1
fig|3702.11.peg.23599	AT1G32940	AT1G32940.1
fig|3702.11.peg.236	AT5G01230	AT5G01230.1
fig|3702.11.peg.2360	AT5G22791	AT5G22791.2
fig|3702.11.peg.23600	AT1G32950	AT1G32950.1
fig|3702.11.peg.23601	AT1G32960	AT1G32960.1
fig|3702.11.peg.23602	AT1G32970	AT1G32970.1
fig|3702.11.peg.23603	AT1G32975	AT1G32975.1
fig|3702.11.peg.23604	AT1G32980	AT1G32980.1
fig|3702.11.peg.23605	AT1G32990	AT1G32990.1
fig|3702.11.peg.23606	AT1G33010	AT1G33010.1
fig|3702.11.peg.23607	AT1G33020	AT1G33020.1
fig|3702.11.peg.23608	AT1G33030	AT1G33030.1
fig|3702.11.peg.23609	AT1G33040	AT1G33040.1
fig|3702.11.peg.2361	AT5G22794	AT5G22794.2
fig|3702.11.peg.23610	AT1G33050	AT1G33050.4
fig|3702.11.peg.23611	AT1G33055	AT1G33055.1
fig|3702.11.peg.23612	AT1G33060	AT1G33060.2
fig|3702.11.peg.23613	AT1G33070	AT1G33070.1
fig|3702.11.peg.23614	AT1G33080	AT1G33080.1
fig|3702.11.peg.23615	AT1G33090	AT1G33090.1
fig|3702.11.peg.23616	AT1G33100	AT1G33100.1
fig|3702.11.peg.23617	AT1G33102	AT1G33102.1
fig|3702.11.peg.23618	AT1G33110	AT1G33110.1
fig|3702.11.peg.23619	AT1G33120	AT1G33120.1
fig|3702.11.peg.2362	AT5G22800	AT5G22800.1
fig|3702.11.peg.23620	AT1G33140	AT1G33140.1
fig|3702.11.peg.23621	AT1G33170	AT1G33170.1
fig|3702.11.peg.23622	AT1G33220	AT1G33220.1
fig|3702.11.peg.23623	AT1G33230	AT1G33230.1
fig|3702.11.peg.23624	AT1G33240	AT1G33240.1
fig|3702.11.peg.23625	AT1G33250	AT1G33250.1
fig|3702.11.peg.23626	AT1G33260	AT1G33260.1
fig|3702.11.peg.23627	AT1G33265	AT1G33265.1
fig|3702.11.peg.23628	AT1G33270	AT1G33270.1
fig|3702.11.peg.23629	AT1G33280	AT1G33280.1
fig|3702.11.peg.2363	AT5G22810	AT5G22810.1
fig|3702.11.peg.23630	AT1G33290	AT1G33290.1
fig|3702.11.peg.23631	AT1G33320	AT1G33320.1
fig|3702.11.peg.23632	AT1G33330	AT1G33330.1
fig|3702.11.peg.23633	AT1G33340	AT1G33340.1
fig|3702.11.peg.23634	AT1G33350	AT1G33350.1
fig|3702.11.peg.23635	AT1G33360	AT1G33360.1
fig|3702.11.peg.23636	AT1G33390	AT1G33390.1
fig|3702.11.peg.23637	AT1G33400	AT1G33400.1
fig|3702.11.peg.23638	AT1G33410	AT1G33410.1
fig|3702.11.peg.23639	AT1G33420	AT1G33420.1
fig|3702.11.peg.2364	AT5G22820	AT5G22820.2
fig|3702.11.peg.23640	AT1G33430	AT1G33430.2
fig|3702.11.peg.23641	AT1G33440	AT1G33440.1
fig|3702.11.peg.23642	AT1G33470	AT1G33470.1
fig|3702.11.peg.23643	AT1G33475	AT1G33475.1
fig|3702.11.peg.23644	AT1G33480	AT1G33480.1
fig|3702.11.peg.23645	AT1G33490	AT1G33490.1
fig|3702.11.peg.23646	AT1G33500	AT1G33500.1
fig|3702.11.peg.23647	AT1G33520	AT1G33520.1
fig|3702.11.peg.23648	AT1G33530	AT1G33530.1
fig|3702.11.peg.23649	AT1G33540	AT1G33540.1
fig|3702.11.peg.2365	AT5G22830	AT5G22830.1
fig|3702.11.peg.23650	AT1G33560	AT1G33560.1
fig|3702.11.peg.23651	AT1G33590	AT1G33590.1
fig|3702.11.peg.23652	AT1G33600	AT1G33600.1
fig|3702.11.peg.23653	AT1G33607	AT1G33607.1
fig|3702.11.peg.23654	AT1G33610	AT1G33610.1
fig|3702.11.peg.23655	AT1G33612	AT1G33612.1
fig|3702.11.peg.23656	AT1G33640	AT1G33640.1
fig|3702.11.peg.23657	AT1G33670	AT1G33670.1
fig|3702.11.peg.23658	AT1G33680	AT1G33680.1
fig|3702.11.peg.23659	AT1G33700	AT1G33700.2
fig|3702.11.peg.2366	AT5G22840	AT5G22840.1
fig|3702.11.peg.23660	AT1G33709	AT1G33709.1
fig|3702.11.peg.23661	AT1G33710	AT1G33710.1
fig|3702.11.peg.23662	AT1G33720	AT1G33720.1
fig|3702.11.peg.23663	AT1G33730	AT1G33730.1
fig|3702.11.peg.23664	AT1G33750	AT1G33750.1
fig|3702.11.peg.23665	AT1G33760	AT1G33760.1
fig|3702.11.peg.23666	AT1G33770	AT1G33770.1
fig|3702.11.peg.23667	AT1G33780	AT1G33780.1
fig|3702.11.peg.23668	AT1G33790	AT1G33790.2
fig|3702.11.peg.23669	AT1G33800	AT1G33800.1
fig|3702.11.peg.2367	AT5G22850	AT5G22850.1
fig|3702.11.peg.23670	AT1G33810	AT1G33810.1
fig|3702.11.peg.23671	AT1G33811	AT1G33811.1
fig|3702.11.peg.23672	AT1G33820	AT1G33820.1
fig|3702.11.peg.23673	AT1G33830	AT1G33830.1
fig|3702.11.peg.23674	AT1G33840	AT1G33840.1
fig|3702.11.peg.23675	AT1G33850	AT1G33850.1
fig|3702.11.peg.23676	AT1G33860	AT1G33860.2
fig|3702.11.peg.23677	AT1G33870	AT1G33870.1
fig|3702.11.peg.23678	AT1G33880	AT1G33880.1
fig|3702.11.peg.23679	AT1G33890	AT1G33890.1
fig|3702.11.peg.2368	AT5G22860	AT5G22860.1
fig|3702.11.peg.23680	AT1G33900	AT1G33900.1
fig|3702.11.peg.23681	AT1G33910	AT1G33910.1
fig|3702.11.peg.23682	AT1G33920	AT1G33920.1
fig|3702.11.peg.23683	AT1G33925	AT1G33925.1
fig|3702.11.peg.23684	AT1G33930	AT1G33930.1
fig|3702.11.peg.23685	AT1G33940	AT1G33940.1
fig|3702.11.peg.23686	AT1G33950	AT1G33950.1
fig|3702.11.peg.23687	AT1G33960	AT1G33960.1
fig|3702.11.peg.23688	AT1G33970	AT1G33970.2
fig|3702.11.peg.23689	AT1G33980	AT1G33980.2
fig|3702.11.peg.2369	AT5G22870	AT5G22870.1
fig|3702.11.peg.23690	AT1G33990	AT1G33990.1
fig|3702.11.peg.23691	AT1G34000	AT1G34000.1
fig|3702.11.peg.23692	AT1G34010	AT1G34010.1
fig|3702.11.peg.23693	AT1G34020	AT1G34020.1
fig|3702.11.peg.23694	AT1G34030	AT1G34030.1
fig|3702.11.peg.23695	AT1G34040	AT1G34040.1
fig|3702.11.peg.23696	AT1G34041	AT1G34041.1
fig|3702.11.peg.23697	AT1G34042	AT1G34042.1
fig|3702.11.peg.23698	AT1G34046	AT1G34046.1
fig|3702.11.peg.23699	AT1G34047	AT1G34047.2
fig|3702.11.peg.237	AT5G01240	AT5G01240.1
fig|3702.11.peg.2370	AT5G22875	AT5G22875.2
fig|3702.11.peg.23700	AT1G34050	AT1G34050.1
fig|3702.11.peg.23701	AT1G34060	AT1G34060.1
fig|3702.11.peg.23702	AT1G34065	AT1G34065.1
fig|3702.11.peg.23703	AT1G34070	AT1G34070.1
fig|3702.11.peg.23704	AT1G34095	AT1G34095.1
fig|3702.11.peg.23705	AT1G34110	AT1G34110.1
fig|3702.11.peg.23706	AT1G34120	AT1G34120.2
fig|3702.11.peg.23707	AT1G34130	AT1G34130.1
fig|3702.11.peg.23708	AT1G34140	AT1G34140.1
fig|3702.11.peg.23709	AT1G34150	AT1G34150.1
fig|3702.11.peg.2371	AT5G22880	AT5G22880.1
fig|3702.11.peg.23710	AT1G34160	AT1G34160.1
fig|3702.11.peg.23711	AT1G34170	AT1G34170.3
fig|3702.11.peg.23712	AT1G34180	AT1G34180.2
fig|3702.11.peg.23713	AT1G34190	AT1G34190.1
fig|3702.11.peg.23714	AT1G34200	AT1G34200.1
fig|3702.11.peg.23715	AT1G34210	AT1G34210.1
fig|3702.11.peg.23716	AT1G34220	AT1G34220.1
fig|3702.11.peg.23717	AT1G34245	AT1G34245.1
fig|3702.11.peg.23718	AT1G34260	AT1G34260.1
fig|3702.11.peg.23719	AT1G34270	AT1G34270.1
fig|3702.11.peg.2372	AT5G22890	AT5G22890.1
fig|3702.11.peg.23720	AT1G34280	AT1G34280.1
fig|3702.11.peg.23721	AT1G34290	AT1G34290.1
fig|3702.11.peg.23722	AT1G34300	AT1G34300.1
fig|3702.11.peg.23723	AT1G34310	AT1G34310.1
fig|3702.11.peg.23724	AT1G34315	AT1G34315.1
fig|3702.11.peg.23725	AT1G34320	AT1G34320.1
fig|3702.11.peg.23726	AT1G34340	AT1G34340.1
fig|3702.11.peg.23727	AT1G34350	AT1G34350.2
fig|3702.11.peg.23728	AT1G34355	AT1G34355.1
fig|3702.11.peg.23729	AT1G34360	AT1G34360.1
fig|3702.11.peg.2373	AT5G22900	AT5G22900.1
fig|3702.11.peg.23730	AT1G34370	AT1G34370.1
fig|3702.11.peg.23731	AT1G34380	AT1G34380.2
fig|3702.11.peg.23732	AT1G34390	AT1G34390.1
fig|3702.11.peg.23733	AT1G34400	AT1G34400.1
fig|3702.11.peg.23734	AT1G34410	AT1G34410.1
fig|3702.11.peg.23735	AT1G34419	AT1G34419.1
fig|3702.11.peg.23736	AT1G34420	AT1G34420.1
fig|3702.11.peg.23737	AT1G34430	AT1G34430.1
fig|3702.11.peg.23738	AT1G34440	AT1G34440.1
fig|3702.11.peg.23739	AT1G34460	AT1G34460.1
fig|3702.11.peg.2374	AT5G22910	AT5G22910.1
fig|3702.11.peg.23740	AT1G34470	AT1G34470.1
fig|3702.11.peg.23741	AT1G34480	AT1G34480.1
fig|3702.11.peg.23742	AT1G34490	AT1G34490.1
fig|3702.11.peg.23743	AT1G34500	AT1G34500.1
fig|3702.11.peg.23744	AT1G34510	AT1G34510.1
fig|3702.11.peg.23745	AT1G34520	AT1G34520.1
fig|3702.11.peg.23746	AT1G34540	AT1G34540.1
fig|3702.11.peg.23747	AT1G34550	AT1G34550.1
fig|3702.11.peg.23748	AT1G34560	AT1G34560.1
fig|3702.11.peg.23749	AT1G34570	AT1G34570.1
fig|3702.11.peg.2375	AT5G22920	AT5G22920.1
fig|3702.11.peg.23750	AT1G34575	AT1G34575.1
fig|3702.11.peg.23751	AT1G34580	AT1G34580.1
fig|3702.11.peg.23752	AT1G34630	AT1G34630.1
fig|3702.11.peg.23753	AT1G34640	AT1G34640.1
fig|3702.11.peg.23754	AT1G34650	AT1G34650.1
fig|3702.11.peg.23755	AT1G34670	AT1G34670.1
fig|3702.11.peg.23756	AT1G34750	AT1G34750.1
fig|3702.11.peg.23757	AT1G34760	AT1G34760.1
fig|3702.11.peg.23758	AT1G34770	AT1G34770.1
fig|3702.11.peg.23759	AT1G34780	AT1G34780.1
fig|3702.11.peg.2376	AT5G22930	AT5G22930.1
fig|3702.11.peg.23760	AT1G34790	AT1G34790.1
fig|3702.11.peg.23761	AT1G34792	AT1G34792.1
fig|3702.11.peg.23762	AT1G34795	AT1G34795.1
fig|3702.11.peg.23763	AT1G34800	AT1G34800.1
fig|3702.11.peg.23764	AT1G34805	AT1G34805.1
fig|3702.11.peg.23765	AT1G34810	AT1G34810.1
fig|3702.11.peg.23766	AT1G34815	AT1G34815.1
fig|3702.11.peg.23767	AT1G34820	AT1G34820.1
fig|3702.11.peg.23768	AT1G34825	AT1G34825.1
fig|3702.11.peg.23769	AT1G34830	AT1G34830.1
fig|3702.11.peg.2377	AT5G22940	AT5G22940.1
fig|3702.11.peg.23770	AT1G34840	AT1G34840.1
fig|3702.11.peg.23771	AT1G34850	AT1G34850.1
fig|3702.11.peg.23772	AT1G34860	AT1G34860.1
fig|3702.11.peg.23773	AT1G34910	AT1G34910.1
fig|3702.11.peg.23774	AT1G34930	AT1G34930.1
fig|3702.11.peg.23775	AT1G35030	AT1G35030.1
fig|3702.11.peg.23776	AT1G35035	AT1G35035.1
fig|3702.11.peg.23777	AT1G35040	AT1G35040.1
fig|3702.11.peg.23778	AT1G35140	AT1G35140.1
fig|3702.11.peg.23779	AT1G35150	AT1G35150.1
fig|3702.11.peg.2378	AT5G22950	AT5G22950.1
fig|3702.11.peg.23780	AT1G35160	AT1G35160.2
fig|3702.11.peg.23781	AT1G35170	AT1G35170.1
fig|3702.11.peg.23782	AT1G35180	AT1G35180.1
fig|3702.11.peg.23783	AT1G35181	AT1G35181.1
fig|3702.11.peg.23784	AT1G35183	AT1G35183.1
fig|3702.11.peg.23785	AT1G35190	AT1G35190.1
fig|3702.11.peg.23786	AT1G35210	AT1G35210.1
fig|3702.11.peg.23787	AT1G35220	AT1G35220.1
fig|3702.11.peg.23788	AT1G35230	AT1G35230.1
fig|3702.11.peg.23789	AT1G35240	AT1G35240.1
fig|3702.11.peg.2379	AT5G22960	AT5G22960.1
fig|3702.11.peg.23790	AT1G35242	AT1G35242.1
fig|3702.11.peg.23791	AT1G35250	AT1G35250.1
fig|3702.11.peg.23792	AT1G35255	AT1G35255.1
fig|3702.11.peg.23793	AT1G35260	AT1G35260.1
fig|3702.11.peg.23794	AT1G35290	AT1G35290.1
fig|3702.11.peg.23795	AT1G35310	AT1G35310.1
fig|3702.11.peg.23796	AT1G35320	AT1G35320.1
fig|3702.11.peg.23797	AT1G35330	AT1G35330.1
fig|3702.11.peg.23798	AT1G35333	AT1G35333.1
fig|3702.11.peg.23799	AT1G35340	AT1G35340.1
fig|3702.11.peg.238	AT5G01250	AT5G01250.1
fig|3702.11.peg.2380	AT5G22970	AT5G22970.1
fig|3702.11.peg.23800	AT1G35350	AT1G35350.1
fig|3702.11.peg.23801	AT1G35365	AT1G35365.1
fig|3702.11.peg.23802	AT1G35375	AT1G35375.1
fig|3702.11.peg.23803	AT1G35400	AT1G35400.1
fig|3702.11.peg.23804	AT1G35410	AT1G35410.1
fig|3702.11.peg.23805	AT1G35420	AT1G35420.2
fig|3702.11.peg.23806	AT1G35430	AT1G35430.1
fig|3702.11.peg.23807	AT1G35435	AT1G35435.1
fig|3702.11.peg.23808	AT1G35440	AT1G35440.1
fig|3702.11.peg.23809	AT1G35460	AT1G35460.1
fig|3702.11.peg.2381	AT5G22980	AT5G22980.1
